content,score,sentiment
Masa pop up panggilan udah nggak ada untuk android versi 10 keatas jadinya kalau ada telp masuk g tau siapa yg nelp harus buka app dulu baru tau sama sekarang nggak diizinkan rekam layar dengan suara lagi kok makin kesini makin minus sih WhatsApp alhasil saya mau rekam layar cuma mangap doank g ada suaranya,2,negatif
"Ukuran file semakin besar dan saat buka status sangat terganggu dengan opsi buka saluran dan iklan lainnya!!! Saya juga tidak suka dengan layout status kontak yg dibuat horizontal, lebih suka tampilan lama secara vertikal!!",2,negatif
Terlalu banyak bug yang ada di aplikasi ini. Serta pelayanan yang hanya janji tak ditepati. Kalo update itu sekalian jangan satu-satu hasilnya ngebug kan gitu waktu pelayanan wa nyalahin nya aku padahal yang ngebug aplikasi nya. Andai ada aplikasi yang lebih baik aku nggak sekali-kali nyentuh wa. Jelek banget sumpah,1,negatif
"WhatsApp terimakasih sudah mau selalu memberikan saran dari pengguna nya, jadi saya ingin minta 2 itur lagi yang ditambahkan di WhatsApp yaitu kita bisa memposting beberapa foto dan itu bisa ditambahkan lagunya sendiri, lagu dari Spotify (fotonya lebih dari 1) dan fitur profile bergerak/ Vidio sebentar.",4,positif
"Aplikasi WhatsApp itu memang yang paling terbaik sepanjang masa. Tapi saya menemukan beberapa bug, mungkin hanya terjadi di perangkat saya. Ketika saya membalas chat melalui pintasan jendela, chat sering tidak terkirim dan membutuhkan waktu yang lama. Satu lagi, ketika mengirim media gambar selalu tertunda dan harus di coba lagi agar bisa benar-benar bisa terkirim. Saya mengharapkan masalah itu segera di perbaiki kalau bisa. Hanya itu masalahnya, terima kasih atas perhatiannya.",5,positif
"Untuk versi terakhir saat ini penggunaan pada os android terbaru, aplikasinya error, untuk panggilan telp baik telp suara atau telp video hanya ada notifikasi pop-up saja, tidak ada tampilan di layar utamanya, apalagi saat layar terkunci hanya terdengar nada suara panggilan saja, mohon segera diperbaiki, terimakasih.",1,negatif
"awalnya ada notifi update aplikasi tertulis expired satu hari lagi tgl 9 Nop 2024. Kirain sampai tgl 9 pk 24:00. Ternyata baru masuk tgl 9 aplikasi langsung menghilang. Coba update dg mengosongkan memory lebih dahulu sesuai petunjuk. Mengulang beberapa kali. Aplikasi dan seluruh kontak juga isi chat muncul kembali. saat coba berkirim pesan tidak ada centang, hanya gambar bulatan dengan titik. 13 Nop 2024 pagi ini coba matikan hp dan nyalakan lagi, ternyata semua pesan baru muncul semua",5,positif
"Kalau ada tlp WA masuk / video call layar HP tidak muncul harus di buka dulu layar kuncinya, dan notifikasi diatas harus ditarik kebawah baru tampil full layar panggilannya, udah hampir 3 hari lebih. Semua pengaturan tlp atau WA sudah benar.",4,positif
"Setelah membuat wa baru, kenapa wa nya d blokir, bahkan amplikasi wa nya gk bisa d buka. Padahal saya gak pernah spam pada wa, dan setiap buat wa baru bisa d pakai beberapa hari, habis itu lagi d blokir kembali, padahal saya sudah mengikuti ketentuan pengguna dan mengikuti petunjuk yg ter tetera dalam amlpikasi, jadi saya masih kasi bintang 1, sya mohon untuk aplikasi d perbaiki. Terima kasih.",1,negatif
"Disaat sedang vc,untuk keperluan pribadi,,kameranya itu slalu gabisa fokus atau klau ada huruf/teks gitu dri perangkat lain,susah dilihatnya karena psti gambarnya bakal pecah²,mngkin bisa ada suatu pembaharuan yg ngebantu untuk lbih memperjelas gambar di saat vc,sekian terimakasih.",1,negatif
"Setelah di update, kalau ada panggilan WA, di layar hape tidak muncul, hanya muncul suara ajah atau getar notif jg tidak ada, sebelumya baik2 ajah, atau saya harus install ulang WA nya, kayanya aplikasi WA musti nya di sesuaikan dengan updatenya android skr yg sudah 14 versinya. Coba di up lagi untuk sistem WA nya disesuaikan dengan versi android terbaru sekarang. Bingung 😣 klo ada tlp WA hanya muncul suaranya saja. Segera tindak lanjuti pihak WhatsApp Terimakasih.",2,negatif
"Setelah diperbarui kenapa telp dan chat tidak muncul sama sekali kalau tidak buka aplikasi wa nya, itu sangat membuat tidak nyaman, telp penting jadi sering terabaikan krn layar hp tidak menyala ketika ada tlpn wa masuk pdhl notifikasi di pengaturan hp sudah sy on smua, tolong segera diperbaiki",2,negatif
"Kepada Whatsapp LLC, saya menggunakan device bernama Tecno Pova 6, saya menggunakan WA tetapi mengapa pada Device saya tiba2 WA saya penyimpanan terdeteksi pada Google Play Store itu sampai 47GB itu juga sama pada Pengaturan saya, lalu saya uninstall dan instal lagi, awal tadi sore itu 79MB lalu jam 21.25 tiba2 254MB padahal juga yang terdeteksi saja di WA hanya 69MB ini mengapa ya? Apakah WA Bug atau penyimpanan ghaib? Walau penyimpanan saya besar 256GB tetapi tetap saja panik. Tolong di fix ya",2,negatif
"semua fiturnya dah bagus banget kok,tapi kalo bisa tambahin fitur live,sama setiap upload video atau foto ke status kok jadi ngeblur ya padahal awalnya jernih lo,sama setiap WhatsApp update fitur baru kok gk langsung semuanya walaupun sudah diupdate tetap sama aja,dan itu aja ya semoga cepat ditanggapi",5,positif
"WhatsApp sekarang banyak sekali bug nya, apalagi pas telponan. dulu kalau telpon dengan pasangan sampai puluhan jam bisa2 Saja walau saat telepon kadang menghubungkan ulang berkali-kali. tapi walau menghubungkan ulang beberapa kali, pasti bakal tetep lanjut telpon nya, ngga mati. sekarang kalo menghubungkan ulang beberapa detik aja ga sampe 20 detik pasti mati telponnya. sangat menyebalkan mengingat fitur wa dulu tidak seperti itu. saya sangat kecewa dengan WhatsApp dan berharap ada tindaklanjut",2,negatif
"makin ke sini makin ga jelas, kirim status malah nge bug video nya jadi slowmo sama ada sisa video ngefreez sama ga bisa ngirim video ke orang tulisan nya ""pengiriman video gagal"", tolong lah WhatsApp di perbaiki ini sangat tidak menyenangkan bagi pengguna apk WhatsApp",1,negatif
"Sejauh ini sudah lumayan berkembang dg baik, tapi untuk pembuatan story berupa video tolong ditingkatkan lagi kualitasnya menjadi HD. Serta untuk setiap ada update pembaharuan WA tolong dilakukan secara serentak, jangan malah ada yang telat pembaharuan (update) atau ada yg belum bisa di-update karena hanya beberapa hp lebih dulu update",5,positif
"Setelah update .. ngirim pesan kadang ngebug keluar sendiri, masukkan emot atau stiker sering tidak muncul , panggilan keluar tidak sesuai , jaringan bagus paket ada tapi tdk bsa nelfon . Mhon diperbaiki bg . Trima kasih",5,positif
Aplikasi ga guna banget. Masa nomer baru didaftari di apk sudah ada motif spam. Kalo bukan karena kerjaan malas banget buat download apk ini. Lagi penting²nya tiba² akun tidak bisa masuk dan harus nunggu 24 jam lagi. Haha sampah banget,1,negatif
"Sekarang kalo ada telpon wa blank aja, harus buka kunci layar dlu, buka wa nya dlu, baru deh bisa angkat tlp wa, aneh banget semenjak di update, tolong dong segera perbaiki, bikin ribet aja, kalau udah normal saya edit bintang nya.",1,negatif
"video nya padahal udah hd, tapi pas mau di buat sw malah ngeblurrr!!! trs guna fitur hd itu apaaa?? klooo gak semua foto atau video bisa make itu fitur. gajelas tlng di perbaiki dan kenapa update nya tidak semua handphone bisa? seperti fitur like dan tag, banyak pengguna whatsaap yang belum ada dan ada juga sebagian yang sudah ada, lalu dgn fitur yang lain nya tolong di perbaiki.",1,negatif
"Please dong di betulkan lagi ni WAnya. Gambar story atau video jng turun lagi dong kualitasnya. Kameranya WA sendiri udh HD, begitu dipasang jd story koq langsung jd turun kualitasnya. Pdhl udh update lagi. Kyk kena distorsi gitu, sayang sekali.. Please di notice ya min dev 🙏 thq.",4,positif
"Sangat bagus, hanya saran aja agar fitur dalam obrolan larangan screenshoot dan screen record di tambahkan seperti pada poto profil yang tidak bisa di screenshoot. Agar obrolan jadi lebih aman.itu sih masukan dari saya .terima kasih",4,positif
"Semua sudah bagus cuma akhir² ini setiap ada WA masuk gk ada bunyi/suara notifikasi nya,padahal di setelan hp udah bener,aplikasi yang lain baik² aja,hanya WA yang tidak ada bunyi/suara notifikasi TOLONG UNTUK SEGERA DI PULIHKAN",5,positif
"halooo, sbnernya apk nya udh bagus cuma ada beberapa bug yang harus diperbaiki tapi ntah dri hp saya saja atau emg ada bug, jadi setiap mau ngirim status atau foto memakai caption seolah-olah bagian tambah keterangan nya itu ketutup yaa mohon di koreksi jika memang jp saya yang salah, setelah itu saya mau kasih saran bisa ga buat fitur edit nya disamain kaya fitur edit di instagram? makasiii develop yang udh buat apk ini menjadi lebih menarik.",5,positif
"Notifikasi dering ada, semua notifikasi bawaan HP udah dinyalakan, notifikasi bawaan WhatsApp juga udah dinyalakan, tapi tetap ada bug yang kalau ada yang telfon cuman notif dering, hp nya pun tidak menyala, kalau udah dibuka HP nya harus jawab telfon lewat notif di bar atas, tidak bisa langsung diangkat, versi HP saya Poco X6 Pro",5,positif
"Saya melihat status WhatsApp dari kontak saya tidak bisa dibuka. Dan selalu ada tulisan ""pengunduhan belum selesai"". Padahal di hp yang lainnya pada bisa lihat status tersebut. Tolong diperbaiki dong min, padahal koneksi internet saya stabil.",1,negatif
"Sekedar saran dari saya, mungkin beberapa pengguna juga ada yang berpendapat, fitur selection buat juga untuk yang sekali lihat, jadi kalau kita mau upload foto atau video yang sekali lihat kita bisa selection banyak sekaligus, bukan satu satu",5,positif
"Setelah update , kendala ""petama: no yg sudah disimpan malah ilang semua, jadi semua hanya angka no.telp tanpa nama yg sudah kita simpan sebelumnya. ""Kedua : notifikasi wa tidak masuk walaupun dichat dan ditelp kalau tidak buka app wa nya. Mohon untuk diperbaiki, karena bisa jadi pesan wa atau telp tersebut penting. Terima kasih",2,negatif
"Aku kasih bintang 2 ,semenjak wa update terus malah kebanyakan ngebug nya ,notif kadang gak terbaca ,udah ngetik banyak tiba tiba log-out sendiri ,ada panggilan masuk gak ada notif sama sekali ,padahal pengaturan-nya sudah on semua ,ditambah penyimpanan apk semakin besar ,hp cepet panas ,lelet dll .tolong dong diperbaiki jangan update terus tapi fitur makin buruk .bagusan fitur versi yang dulu sebelum di update. Thanks .",2,negatif
"Buat aplikasi whatsApp saya minta tolong untuk di perbaiki bagian video terutama ketika mengirim video ke status, tolong ukurannya jangan di potong karena se jernih apapun video yang saya download, ketika saya mengupload video ke status itu akan menjadi pecah dan bahkan tidak jelas terlihat. Selebihnya bagus Mohon untuk di tingkatkan lagi!",4,positif
"Terima kasih Aplikasi ini sangat membantu untuk berkomunikasi di era sekarang ini.Adanya update fitur Privasi,kirim gambar / Video bisa otomatis HD, respon story, membuat nyaman menggunakan aplikasi ini. SEMOGA KEDEPANNYA selalu ada update Privacy,keamanan, upload foto/video bisa jernih di Story, dan menghilangkan notif "" Mengetik/type "" saat membalas chat serta fitur2 lainnya. Terima kasih 🙏👍",4,positif
"makin di update, makin parah sih kualitas aplikasinya, banyak bug, pas layar mati ada telfon masuk tp layar tetep mati gak ada notif, bisa jawab telfon harus buka aplikasi dlu, video juga makin burik, blur, pdhal udah resolusi tinggi, tolong di perbaiki lagi.",1,negatif
"Sudah bagus semuanya.. Hanya ada 1 Kendala yang sy alami sejak Mei 2023 dan belum ada pencerahan. Untuk status video, saya hampir tidak pernah bisa update status berupa video karena selalu ada info : ""pilih video yang berbeda"". Padahal kuota penuh, jaringan oke, sdh sempat d restart jg HP nya, update aplikasi, juga Sudah ganti video berbeda pun tetap ga bisa update.",5,positif
"Masalah notifikasi di benerin dong, kadang wa saya tiba tiba ada pesan atau telpon tanpa adanya suara notifikasi, padahal di pengaturan sudah benar dan volume juga sudah besar tapi jika ada pesan masuk gak ada suaranya. dan fitur terbaru cepat di munculin dong jangan cuma di BETA aja . Terima kasih",5,positif
"Bagus, ya pasti bagus soalnya hampir seluruh orang pake dan bisa berkomunikasi dengan orang lain, tapiiiiiii..... Saya suka ketinggalan, di WA saya belum ada yg namanya saluran, saya pengen banget, udah buka PlayStore trus tp gaada tulisan update, tolong agar semua bisa kebagian",4,positif
"What'sApp makin di upgrade makin jelek. folder komunitas tidak berguna, status jam nya acak, status jg gabisa hd alias pecah"", filter kamera wa jg jelek mnrtku gausa pake gituan, trs aplgi skrg makin bug kl buka rc baru di pesan personal/grup malah chatnya keatas otomatis naik jadi harus scroll kebawah lagi buat nyari chat yg baru, menyusahkan. trs kl untuk telfon/vc sering menghubungkan ulang padahal sinyal kedua pihak udah bagus dan lancar g ada trouble, aneh! menyusahkan saja mnghambat kmnks.",2,negatif
"Banyak bug -Tombol like hilang -Tampilan status berubah,dari kita bisa melihat status org lain tanpa melihat nya tapi sekarang berubah hanya bulatan -Tidak ada tombol mention Jujur sangat kecewa Kemarin WhatsApp saya ga begini Tolong perbaiki lagi ya tolong.",1,negatif
"Tolong sekali teruntuk WhatsApp. Pliss kasih opsi untuk ""Temukan Saluran untuk diikuti"" bisa dihilangkan / sembunyikan pada pengaturan. Saya terganggu, sungguh, lebih suka WhatsAppa simple yang hanya menampilkan ""Status saya & teman-teman."" Tolong Update lebih bermanfaat.",1,negatif
"Kenapa untuk android versi 14 sekarang klo di telpon whatsapp tidak muncul notifikasi full layar HP android, tolong di perbaiki, krna sering tidak tau klo ada org sedang telpon, karna tidak muncul notifikasi telpon di layar, hanya suara, itu pun suara hanya sebentar jika mati layar HP hilang juga suara nya. TOLONG DI PERBAIKI!!!!!!!!!!!",1,negatif
Kenapa setelah di perbarui aplikasinya jadi seperti dulu lagi. Mau up gambar di story pakai keterangan text jadi gak ada tombol enter nya. Tulisan jadi panjang banget bergandengan gandeng. Sebelum di perbarui aja bagus. Giliran diperbarui malah begini dong,4,positif
"Setiap bikin video story, selalu pecah dan blurr, pdhl di hp ku bagus"" aja, aq kira hp nya yg bermasalah, ternyata setelah baca ulasan banyak juga yg ngalaminn. Benerin lahh kualitas storynyaa. Kalo gak di benerin pindah line lagi atau telegram aja lah mendingannn.",2,negatif
"Fitur simpan nomer dari whatsapp agak eror ya? Saya sudah menyimpan nomor seseorang via whatsapp malah 1-2 hari ke depan nomornya tiba2 ga ke save sendiri, juga tiba2 kok sering deleting message sendiri ya? Juga untuk status whatsapp kembalikan seperti dulu, waktu yang berurutan jangan acak2an. Tolong benerin bug nya, terima kasih.",4,positif
"GA jelas WA skrg ni, status yg masuk gag berurutan waktu, sttus baru posisi paling bawah, stts kemarin posisi paling atas.. baca2 eh gag jelas kaya ngatur2 pngguna wa yaq. ""WhatsApp ingin memprioritaskan kontak penting di bagian pembaruan sehingga pengguna bisa mendapatkan informasi penting dari kontak tersebut. Dengan sistem baru ini, pengguna akan terus berinteraksi dengan kontak tertentu. """,1,negatif
"Tolong buat pihak WhatsApp perbaiki semua bug di aplikasi kalian terlalu banyak bug seperti nama kontak berubah ubah sendiri,dan tiba tiba semua data media foto dan video terhapus dengan tiba tiba tanpa di hapus oleh pengirim dan juga penerima,tolong buat fitur segarkan media foto dan video yang sudah kadaluarsa karna terhapus tiba tiba oleh pihak WhatsApp🙏",1,negatif
"Tolong untuk pihak WhatsApp pada update saat ini status itu turun ke kebawah saat mengikuti saluran atau pun tidak...tapi semoga aja ada opsi seperti kita bis mbuat status ke samping,karna sudah terbiasa status ke samping hehe😅...semoga aja di buat opsi nya. Ada satu bug lagi knpa foto profil seseorang tidak terlihat pada wa kita, padahal di pengaturan privasi org tersebut...semua org dapat melihat foto profil nya.",5,positif
